ville,lien,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Vaire (25220),/management/ville/vaire/ville-25575,6.9,7.2,7.4,6.8,6.2,8.2,8.1,7.4,7.8,8.4,8.1,8.5,8.1
Vairé (85150),/management/ville/vaire/ville-85298,9.1,9.2,9.4,8.0,7.5,10.1,10.1,9.9,10.4,11.3,11.3,11.5,10.4
Vaire-sous-Corbie (80800),/management/ville/vaire-sous-corbie/ville-80774,10.0,10.0,10.5,10.0,8.9,11.0,11.0,10.7,11.8,12.5,11.9,12.1,11.9
Vaires-sur-Marne (77360),/management/ville/vaires-sur-marne/ville-77479,9.0,8.8,8.5,7.8,6.7,7.8,8.1,7.9,8.4,8.8,8.7,9.0,8.4
Vaison-la-Romaine (84110),/management/ville/vaison-la-romaine/ville-84137,9.3,9.6,10.0,9.4,8.4,10.0,10.6,10.8,11.4,12.3,11.8,12.3,11.7
Vaïssac (82800),/management/ville/vaissac/ville-82184,8.5,8.7,9.2,9.0,8.0,9.5,9.9,9.7,10.6,11.6,11.2,12.0,11.7
Vaite (70180),/management/ville/vaite/ville-70511,7.0,7.2,7.7,6.8,6.1,8.9,7.9,7.5,8.6,9.6,9.7,10.0,9.4
Vaivre-et-Montoille (70000),/management/ville/vaivre-et-montoille/ville-70513,6.7,7.4,8.0,7.1,6.6,9.2,8.5,7.9,9.0,10.0,9.8,9.7,8.7
Val Buëch-Méouge (05300),/management/ville/val-buech-meouge/ville-05118,7.5,8.0,8.3,8.5,8.3,9.2,9.0,9.5,10.5,11.3,11.3,11.9,11.1
Val d'Anast (35330),/management/ville/val-d-anast/ville-35168,6.0,6.1,6.5,5.9,5.0,6.9,6.8,6.6,7.4,8.1,7.9,8.1,7.7
Val d'Arcomie (15320),/management/ville/val-d-arcomie/ville-15108,5.6,5.4,5.8,5.5,4.9,5.8,5.5,5.5,6.2,6.8,6.3,6.1,5.4
Val d'Arry (14210),/management/ville/val-d-arry/ville-14475,8.6,8.8,8.9,8.0,6.8,9.0,9.0,8.9,9.4,10.0,9.7,10.1,9.5
Val d'Erdre-Auxence (49370),/management/ville/val-d-erdre-auxence/ville-49183,8.2,8.1,8.3,7.7,6.7,8.8,8.6,8.4,9.1,10.0,9.9,10.5,10.0
Val d'Issoire (87330),/management/ville/val-d-issoire/ville-87097,6.8,7.0,7.4,6.9,6.3,8.2,8.4,8.5,9.2,9.8,9.5,10.0,9.6
Val d'Oingt (69620),/management/ville/val-d-oingt/ville-69024,5.9,5.8,5.7,5.3,4.7,6.7,6.3,6.0,6.5,7.1,6.8,7.1,6.8
Val d'Orger (27380),/management/ville/val-d-orger/ville-27294,9.2,9.2,9.2,8.2,7.3,9.5,9.6,9.4,10.0,10.9,10.6,10.8,10.5
Val d'Oronaye (04530),/management/ville/val-d-oronaye/ville-04120,7.1,7.4,7.3,7.1,6.4,7.4,7.4,7.8,8.5,9.1,8.9,9.2,8.7
Val d'Oust (56460),/management/ville/val-d-oust/ville-56197,5.0,5.3,5.9,5.3,4.7,6.8,6.8,7.2,7.4,8.2,8.0,8.2,8.0
Val de Briey (54150),/management/ville/val-de-briey/ville-54099,7.4,7.7,8.1,7.5,6.7,9.3,9.2,8.9,9.6,10.5,10.2,10.3,9.7
Val de Chaise (74210),/management/ville/val-de-chaise/ville-74167,6.1,5.9,5.6,4.9,4.3,6.6,6.7,5.9,6.3,6.6,6.5,6.7,6.3
Val de Drôme (14240),/management/ville/val-de-drome/ville-14672,8.6,8.8,8.9,8.0,6.8,9.0,9.0,8.9,9.4,10.0,9.7,10.1,9.5
Val de Lambronne (11230),/management/ville/val-de-lambronne/ville-11080,9.5,9.5,9.9,9.5,8.7,10.2,10.6,10.9,12.8,13.3,13.2,13.6,11.9
Val de Livre (51150),/management/ville/val-de-livre/ville-51564,5.7,5.8,6.2,5.3,5.0,6.4,6.6,6.4,7.1,7.8,7.5,7.9,7.5
Val de Louyre et Caudeau (24510),/management/ville/val-de-louyre-et-caudeau/ville-24362,8.7,8.8,9.2,8.1,7.8,9.7,10.1,10.4,11.6,12.0,11.6,11.8,11.0
Val de Moder (67350),/management/ville/val-de-moder/ville-67372,6.2,6.0,6.3,5.1,4.7,7.3,7.0,6.3,6.6,7.4,7.1,7.4,7.2
Val de Virvée (33240),/management/ville/val-de-virvee/ville-33018,9.0,9.0,8.8,7.8,6.9,8.4,8.8,8.8,9.4,9.9,9.8,10.2,9.7
Val des Vignes (16250),/management/ville/val-des-vignes/ville-16175,8.4,8.6,8.8,8.2,7.6,9.4,9.1,9.2,10.3,10.9,10.3,10.6,10.1
Val en Vignes (79290),/management/ville/val-en-vignes/ville-79063,7.1,6.8,7.5,6.2,5.9,7.8,7.6,7.3,8.1,8.6,8.4,8.7,8.4
Val Suran (39320),/management/ville/val-suran/ville-39485,5.5,5.7,6.0,5.2,5.0,6.8,6.7,5.9,6.1,6.7,6.4,6.8,6.6
Val-au-Perche (61130),/management/ville/val-au-perche/ville-61484,7.2,7.3,6.8,5.8,5.9,8.6,7.5,7.3,8.1,8.8,9.1,8.9,9.0
Val-Cenis (73500),/management/ville/val-cenis/ville-73290,5.5,5.4,5.4,5.3,5.1,7.1,6.8,6.4,7.0,7.7,7.6,7.8,7.1
Val-d'Auzon (10220),/management/ville/val-d-auzon/ville-10019,9.0,9.0,9.6,8.3,7.7,9.2,9.1,9.5,10.5,11.8,11.8,12.7,12.3
Val-d'Épy (39160),/management/ville/val-d-epy/ville-39209,5.5,5.7,6.0,5.2,5.0,6.8,6.7,5.9,6.1,6.7,6.4,6.8,6.6
Val-d'Isère (73150),/management/ville/val-d-isere/ville-73304,6.8,6.6,6.7,6.4,5.4,7.8,7.8,7.2,7.7,8.1,8.3,8.2,7.5
Val-d'Izé (35450),/management/ville/val-d-ize/ville-35347,4.3,4.4,4.6,3.9,3.6,5.3,5.0,4.4,5.0,5.9,5.4,5.6,5.4
Val-d'Ornain (55000),/management/ville/val-d-ornain/ville-55366,7.0,7.2,8.0,7.4,6.6,8.3,8.5,7.7,8.9,8.9,8.5,8.7,8.1
Val-de-Bonnieure (16230),/management/ville/val-de-bonnieure/ville-16300,8.4,8.6,8.8,8.2,7.6,9.4,9.1,9.2,10.3,10.9,10.3,10.6,10.1
Val-de-Bride (57260),/management/ville/val-de-bride/ville-57270,11.5,12.2,12.7,10.8,9.3,12.8,12.6,11.8,12.3,13.8,13.4,13.5,12.7
Val-de-Chalvagne (04320),/management/ville/val-de-chalvagne/ville-04043,8.1,8.1,8.0,7.3,6.5,8.2,8.2,8.3,9.2,10.2,10.3,10.9,10.3
Val-de-Fier (74150),/management/ville/val-de-fier/ville-74274,6.1,5.9,5.6,4.9,4.3,6.6,6.7,5.9,6.3,6.6,6.5,6.7,6.3
Val-de-la-Haye (76380),/management/ville/val-de-la-haye/ville-76717,9.2,9.2,9.2,8.2,7.3,9.5,9.6,9.4,10.0,10.9,10.6,10.8,10.5
Val-de-Mercy (89580),/management/ville/val-de-mercy/ville-89426,7.4,7.5,7.8,7.0,6.3,8.6,8.5,8.3,9.0,9.6,9.2,9.6,9.2
Val-de-Meuse (52140),/management/ville/val-de-meuse/ville-52332,7.1,6.8,7.4,6.2,5.5,8.1,7.2,6.8,7.2,7.9,7.4,7.6,7.2
Val-de-Reuil (27100),/management/ville/val-de-reuil/ville-27701,9.2,9.2,9.2,8.2,7.3,9.5,9.6,9.4,10.0,10.9,10.6,10.8,10.5
Val-de-Roulans (25640),/management/ville/val-de-roulans/ville-25579,6.9,7.2,7.4,6.8,6.2,8.2,8.1,7.4,7.8,8.4,8.1,8.5,8.1
Val-de-Saâne (76890),/management/ville/val-de-saane/ville-76018,9.2,9.2,9.2,8.2,7.3,9.5,9.6,9.4,10.0,10.9,10.6,10.8,10.5
Val-de-Vesle (51360),/management/ville/val-de-vesle/ville-51571,8.5,9.0,9.4,8.1,7.3,9.4,9.1,9.0,9.9,11.0,10.8,10.9,10.5
Val-de-Vie (14140),/management/ville/val-de-vie/ville-14576,8.6,9.0,9.2,8.1,7.1,9.7,9.4,9.3,9.7,10.2,9.8,10.2,9.1
Val-de-Vière (51340),/management/ville/val-de-viere/ville-51218,9.8,9.9,10.3,9.0,8.4,11.2,10.2,9.6,10.9,12.4,11.8,12.1,11.2
Val-des-Marais (51130),/management/ville/val-des-marais/ville-51158,5.7,5.8,6.2,5.3,5.0,6.4,6.6,6.4,7.1,7.8,7.5,7.9,7.5
Val-des-Prés (05100),/management/ville/val-des-pres/ville-05174,7.5,7.7,7.9,7.9,6.6,7.4,7.4,7.3,8.0,9.0,9.1,9.1,8.5
Val-du-Layon (49190),/management/ville/val-du-layon/ville-49292,8.2,8.1,8.3,7.7,6.7,8.8,8.6,8.4,9.1,10.0,9.9,10.5,10.0
Val-du-Maine (53340),/management/ville/val-du-maine/ville-53017,6.1,5.9,6.7,6.1,5.7,8.4,8.2,7.2,7.9,8.7,8.2,8.6,8.3
Val-et-Châtillon (54480),/management/ville/val-et-chatillon/ville-54540,6.0,6.1,6.4,5.3,5.1,7.5,7.2,6.7,7.3,8.2,8.0,8.3,7.9
Val-Fouzon (36210),/management/ville/val-fouzon/ville-36229,10.5,10.0,8.9,7.6,7.0,9.1,8.7,8.5,9.0,10.1,10.2,10.5,9.9
Val-Maravel (26310),/management/ville/val-maravel/ville-26136,8.4,8.5,8.3,7.6,7.1,8.7,8.7,8.5,9.5,10.2,9.7,10.2,9.9
Val-Mont (21340),/management/ville/val-mont/ville-21327,6.4,6.4,6.7,5.8,4.9,6.4,6.7,6.4,7.1,7.7,7.3,7.0,7.1
Val-Revermont (01370),/management/ville/val-revermont/ville-01426,4.9,4.9,4.9,4.5,4.4,6.8,6.9,6.0,6.7,7.4,7.1,7.5,7.4
Val-Sonnette (39190),/management/ville/val-sonnette/ville-39576,5.5,5.7,6.0,5.2,5.0,6.8,6.7,5.9,6.1,6.7,6.4,6.8,6.6
Val-Suzon (21121),/management/ville/val-suzon/ville-21651,7.0,7.0,7.0,6.5,5.7,7.3,7.5,7.2,7.8,8.8,8.3,8.8,8.4
Valady (12330),/management/ville/valady/ville-12288,4.4,4.5,4.7,4.1,4.0,5.3,5.5,5.1,5.7,6.6,6.3,6.4,6.3
Valailles (27300),/management/ville/valailles/ville-27667,8.8,9.3,9.3,7.5,7.0,9.9,9.3,9.3,10.5,11.5,10.8,11.2,11.0
Valaire (41120),/management/ville/valaire/ville-41266,7.6,7.7,7.7,7.0,6.2,8.1,7.8,7.4,8.1,8.9,8.8,9.0,8.5
Valambray (14370),/management/ville/valambray/ville-14005,8.6,8.8,8.9,8.0,6.8,9.0,9.0,8.9,9.4,10.0,9.7,10.1,9.5
Valaurie (26230),/management/ville/valaurie/ville-26360,9.1,9.5,9.9,9.9,8.8,10.3,10.4,10.0,11.1,11.8,11.8,12.4,11.8
Valavoire (04250),/management/ville/valavoire/ville-04228,7.5,8.0,8.3,8.5,8.3,9.2,9.0,9.5,10.5,11.3,11.3,11.9,11.1
Valay (70140),/management/ville/valay/ville-70514,7.0,7.2,7.7,6.8,6.1,8.9,7.9,7.5,8.6,9.6,9.7,10.0,9.4
Valbeleix (63610),/management/ville/valbeleix/ville-63440,7.7,7.5,8.0,7.5,7.2,9.0,8.4,8.4,9.0,8.8,8.8,9.4,8.9
Valbelle (04200),/management/ville/valbelle/ville-04229,7.5,8.0,8.3,8.5,8.3,9.2,9.0,9.5,10.5,11.3,11.3,11.9,11.1
Valbois (55300),/management/ville/valbois/ville-55530,8.5,9.6,10.0,9.7,8.5,10.2,10.6,10.1,11.1,12.1,11.3,11.7,11.1
Valbonnais (38740),/management/ville/valbonnais/ville-38518,7.4,7.3,7.2,6.6,5.9,7.9,7.5,7.3,7.6,8.1,7.9,8.4,8.0
Valbonne (06560),/management/ville/valbonne/ville-06152,9.3,9.4,9.1,8.3,6.9,9.0,9.2,9.2,9.9,10.6,10.4,10.8,10.3
Valcabrère (31510),/management/ville/valcabrere/ville-31564,8.0,8.3,8.8,8.2,7.9,9.8,10.0,10.1,10.9,11.2,10.5,11.0,10.8
Valcanville (50760),/management/ville/valcanville/ville-50613,9.3,9.6,9.8,8.9,7.8,9.6,9.2,9.1,9.3,9.7,9.5,9.5,8.8
Valcebollère (66340),/management/ville/valcebollere/ville-66220,8.4,8.7,8.3,8.2,7.7,9.5,10.3,9.8,11.3,12.3,11.7,12.5,12.7
Valcivières (63600),/management/ville/valcivieres/ville-63441,6.5,6.4,7.1,6.7,6.0,7.8,8.2,7.4,7.1,7.9,8.2,8.6,7.9
Valcourt (52100),/management/ville/valcourt/ville-52500,9.8,9.9,10.3,9.0,8.4,11.2,10.2,9.6,10.9,12.4,11.8,12.1,11.2
Valdahon (25800),/management/ville/valdahon/ville-25578,6.9,7.2,7.4,6.8,6.2,8.2,8.1,7.4,7.8,8.4,8.1,8.5,8.1
Valdallière (14350),/management/ville/valdalliere/ville-14726,7.0,7.5,7.9,7.0,6.0,8.7,8.9,8.3,8.5,9.2,9.0,9.3,9.3
Valdampierre (60790),/management/ville/valdampierre/ville-60652,8.0,8.3,8.4,7.6,6.9,9.3,9.2,8.5,9.3,10.4,10.3,10.5,10.0
Valdeblore (06420),/management/ville/valdeblore/ville-06153,8.1,8.1,8.0,7.3,6.5,8.2,8.2,8.3,9.2,10.2,10.3,10.9,10.3
Valderiès (81350),/management/ville/valderies/ville-81306,7.7,7.8,8.4,8.3,7.5,9.3,9.6,9.7,10.4,10.9,10.6,10.9,10.3
Valderoure (06750),/management/ville/valderoure/ville-06154,9.3,9.4,9.1,8.3,6.9,9.0,9.2,9.2,9.9,10.6,10.4,10.8,10.3
Valdieu-Lutran (68210),/management/ville/valdieu-lutran/ville-68192,8.4,9.2,10.3,9.4,8.0,10.2,10.0,9.7,10.8,11.7,11.3,11.6,11.1
Valdivienne (86300),/management/ville/valdivienne/ville-86233,6.5,6.8,7.1,6.4,5.8,7.3,7.3,7.2,7.6,8.0,7.7,8.0,7.8
Valdoie (90300),/management/ville/valdoie/ville-90099,9.4,9.5,10.8,9.4,8.3,11.6,11.2,10.2,11.2,12.5,12.2,12.3,11.3
Valdoule (05150),/management/ville/valdoule/ville-05024,7.1,7.4,7.3,7.1,6.4,7.4,7.4,7.8,8.5,9.1,8.9,9.2,8.7
Valdrôme (26310),/management/ville/valdrome/ville-26361,8.4,8.5,8.3,7.6,7.1,8.7,8.7,8.5,9.5,10.2,9.7,10.2,9.9
Valdurenque (81090),/management/ville/valdurenque/ville-81307,9.7,9.8,10.4,9.8,9.1,10.6,10.3,10.4,11.1,11.7,11.6,11.7,11.0
Valeille (42110),/management/ville/valeille/ville-42319,8.3,8.4,8.6,7.6,6.9,9.4,9.0,8.7,9.3,10.0,9.8,10.3,9.8
Valeilles (82150),/management/ville/valeilles/ville-82185,8.5,8.7,9.2,9.0,8.0,9.5,9.9,9.7,10.6,11.6,11.2,12.0,11.7
Valeins (01140),/management/ville/valeins/ville-01428,5.9,5.8,5.7,5.3,4.7,6.7,6.3,6.0,6.5,7.1,6.8,7.1,6.8
Valempoulières (39300),/management/ville/valempoulieres/ville-39540,5.5,5.7,6.0,5.2,5.0,6.8,6.7,5.9,6.1,6.7,6.4,6.8,6.6
Valençay (36600),/management/ville/valencay/ville-36228,10.5,10.0,8.9,7.6,7.0,9.1,8.7,8.5,9.0,10.1,10.2,10.5,9.9
Valence (16460),/management/ville/valence/ville-16392,8.4,8.6,8.8,8.2,7.6,9.4,9.1,9.2,10.3,10.9,10.3,10.6,10.1
Valence-d'Albigeois (81340),/management/ville/valence-d-albigeois/ville-81308,7.7,7.8,8.4,8.3,7.5,9.3,9.6,9.7,10.4,10.9,10.6,10.9,10.3
Valence-en-Brie (77830),/management/ville/valence-en-brie/ville-77480,7.1,7.3,7.2,6.0,5.4,6.7,7.0,6.9,7.6,8.2,8.1,8.3,7.9
Valence-sur-Baïse (32310),/management/ville/valence-sur-baise/ville-32459,5.7,5.9,6.5,5.7,5.5,6.6,7.0,7.1,7.6,8.7,8.2,8.7,8.2
Valenciennes (59300),/management/ville/valenciennes/ville-59606,13.2,13.1,13.3,12.3,11.1,14.6,14.4,13.9,14.5,16.1,15.2,15.5,15.0
Valencin (38540),/management/ville/valencin/ville-38519,7.8,7.9,7.8,7.2,6.2,8.3,8.4,8.1,8.8,9.3,9.1,9.3,8.8
Valencisse (41190),/management/ville/valencisse/ville-41142,7.6,7.7,7.7,7.0,6.2,8.1,7.8,7.4,8.1,8.9,8.8,9.0,8.5
Valencogne (38730),/management/ville/valencogne/ville-38520,7.4,7.3,7.2,6.6,5.9,7.9,7.5,7.3,7.6,8.1,7.9,8.4,8.0
Valennes (72320),/management/ville/valennes/ville-72366,6.2,6.0,6.1,5.1,5.1,8.0,6.7,6.6,7.5,9.1,8.3,8.9,8.2
Valensole (04210),/management/ville/valensole/ville-04230,9.7,10.1,10.0,9.5,8.7,10.6,10.7,10.7,11.8,12.6,12.2,12.4,12.1
Valentigney (25700),/management/ville/valentigney/ville-25580,9.4,9.5,10.8,9.4,8.3,11.6,11.2,10.2,11.2,12.5,12.2,12.3,11.3
Valentine (31800),/management/ville/valentine/ville-31565,8.0,8.3,8.8,8.2,7.9,9.8,10.0,10.1,10.9,11.2,10.5,11.0,10.8
Valenton (94460),/management/ville/valenton/ville-94074,9.3,9.3,9.3,8.6,7.1,8.5,8.8,8.9,9.5,10.3,10.5,10.8,10.4
Valergues (34130),/management/ville/valergues/ville-34321,11.9,11.9,11.7,10.7,9.7,11.7,11.7,11.9,12.8,13.8,13.5,13.6,12.8
Valernes (04200),/management/ville/valernes/ville-04231,7.5,8.0,8.3,8.5,8.3,9.2,9.0,9.5,10.5,11.3,11.3,11.9,11.1
Valescourt (60130),/management/ville/valescourt/ville-60653,9.6,9.7,9.5,8.8,7.7,9.4,9.7,9.7,10.3,11.0,10.9,11.2,10.7
Valette (15400),/management/ville/valette/ville-15246,5.7,5.7,5.8,5.1,4.8,5.4,5.1,5.2,5.6,6.0,5.4,5.6,5.5
Valeuil (24310),/management/ville/valeuil/ville-24561,7.4,7.6,7.7,7.1,6.5,8.2,8.4,8.7,9.7,10.1,10.0,10.5,9.9
Valeyrac (33340),/management/ville/valeyrac/ville-33538,9.5,10.1,10.0,8.8,8.0,9.6,10.1,10.0,10.7,11.1,10.7,11.0,10.3
Valff (67210),/management/ville/valff/ville-67504,4.8,5.2,5.2,4.3,4.1,6.1,5.8,5.7,6.0,6.9,6.7,6.7,6.4
Valflaunès (34270),/management/ville/valflaunes/ville-34322,11.9,11.9,11.7,10.7,9.7,11.7,11.7,11.9,12.8,13.8,13.5,13.6,12.8
Valfleury (42320),/management/ville/valfleury/ville-42320,8.3,8.4,8.6,7.6,6.9,9.4,9.0,8.7,9.3,10.0,9.8,10.3,9.8
Valframbert (61250),/management/ville/valframbert/ville-61497,7.4,7.4,7.6,6.9,6.5,8.8,8.0,7.9,8.8,9.4,9.4,9.8,9.3
Valfroicourt (88270),/management/ville/valfroicourt/ville-88488,8.2,8.2,7.9,7.1,6.4,8.4,8.8,8.8,9.7,10.7,10.1,10.3,9.5
Valgorge (07110),/management/ville/valgorge/ville-07329,10.1,10.4,11.2,11.2,10.2,12.3,12.1,11.8,12.7,13.7,13.3,13.8,13.5
Valhey (54370),/management/ville/valhey/ville-54541,7.4,7.6,8.1,7.2,6.5,8.1,8.4,8.2,8.9,9.6,9.2,9.7,9.3
Valhuon (62550),/management/ville/valhuon/ville-62835,7.3,7.5,8.0,7.3,6.8,8.6,8.6,8.6,9.2,9.7,9.3,9.4,8.9
Valiergues (19200),/management/ville/valiergues/ville-19277,7.1,6.9,6.5,6.2,5.5,7.7,7.2,6.9,7.6,7.7,7.4,7.5,7.0
Valignat (03330),/management/ville/valignat/ville-03295,9.0,9.2,9.5,8.7,7.9,10.0,9.9,9.8,10.4,11.1,10.7,11.1,10.7
Valigny (03360),/management/ville/valigny/ville-03296,9.2,9.0,9.2,8.4,7.7,10.1,10.0,10.0,11.1,11.5,12.0,12.5,11.8
Valines (80210),/management/ville/valines/ville-80775,8.1,8.3,8.1,7.3,7.1,11.1,9.7,9.1,9.9,10.8,10.2,10.4,10.4
Valjouffrey (38740),/management/ville/valjouffrey/ville-38522,7.4,7.3,7.2,6.6,5.9,7.9,7.5,7.3,7.6,8.1,7.9,8.4,8.0
Valjouze (15170),/management/ville/valjouze/ville-15247,5.6,5.4,5.8,5.5,4.9,5.8,5.5,5.5,6.2,6.8,6.3,6.1,5.4
Vallabrègues (30300),/management/ville/vallabregues/ville-30336,9.3,9.6,10.0,9.4,8.4,10.0,10.6,10.8,11.4,12.3,11.8,12.3,11.7
Vallabrix (30700),/management/ville/vallabrix/ville-30337,12.1,11.9,12.4,11.6,10.3,11.9,12.1,11.9,12.7,13.9,13.8,14.2,13.3
Vallan (89580),/management/ville/vallan/ville-89427,7.4,7.5,7.8,7.0,6.3,8.6,8.5,8.3,9.0,9.6,9.2,9.6,9.2
Vallangoujard (95810),/management/ville/vallangoujard/ville-95627,7.5,7.6,7.3,6.7,5.8,7.4,7.7,7.7,8.2,8.9,8.8,9.0,8.7
Vallans (79270),/management/ville/vallans/ville-79335,6.2,6.1,6.5,5.9,5.3,6.8,7.1,6.6,7.3,7.8,7.6,8.1,7.6
Vallant-Saint-Georges (10170),/management/ville/vallant-saint-georges/ville-10392,9.0,9.0,9.6,8.3,7.7,9.2,9.1,9.5,10.5,11.8,11.8,12.7,12.3
Vallauris (06220),/management/ville/vallauris/ville-06155,9.3,9.4,9.1,8.3,6.9,9.0,9.2,9.2,9.9,10.6,10.4,10.8,10.3
Valle-d'Alesani (20234),/management/ville/valle-d-alesani/ville-2B334,9.4,9.7,10.1,9.3,8.1,8.7,9.1,9.4,9.6,10.6,11.2,12.1,11.1
Valle-d'Orezza (20229),/management/ville/valle-d-orezza/ville-2B338,9.4,9.7,10.1,9.3,8.1,8.7,9.1,9.4,9.6,10.6,11.2,12.1,11.1
Valle-di-Campoloro (20221),/management/ville/valle-di-campoloro/ville-2B335,9.4,9.7,10.1,9.3,8.1,8.7,9.1,9.4,9.6,10.6,11.2,12.1,11.1
Valle-di-Mezzana (20167),/management/ville/valle-di-mezzana/ville-2A336,8.6,8.3,7.8,7.2,6.8,7.3,8.0,8.3,8.8,9.1,8.6,9.1,8.6
Valle-di-Rostino (20235),/management/ville/valle-di-rostino/ville-2B337,9.4,9.7,10.1,9.3,8.1,8.7,9.1,9.4,9.6,10.6,11.2,12.1,11.1
Vallecalle (20232),/management/ville/vallecalle/ville-2B333,9.4,9.7,10.1,9.3,8.1,8.7,9.1,9.4,9.6,10.6,11.2,12.1,11.1
Vallées en Champagne (02330),/management/ville/vallees-en-champagne/ville-02053,9.0,9.5,9.6,8.9,8.3,10.5,10.7,10.4,11.6,12.4,11.4,11.6,11.1
Vallègue (31290),/management/ville/vallegue/ville-31566,8.8,8.8,8.9,8.2,7.2,8.8,8.9,8.8,9.5,10.2,10.2,10.4,9.8
Valleiry (74520),/management/ville/valleiry/ville-74288,5.3,5.4,5.4,5.0,4.7,7.2,7.3,6.5,7.0,7.5,7.4,7.8,7.5
Vallenay (18190),/management/ville/vallenay/ville-18270,9.1,9.3,9.6,8.2,7.9,9.5,10.2,10.1,10.9,11.5,11.0,11.9,11.4
Vallentigny (10500),/management/ville/vallentigny/ville-10393,9.0,9.0,9.6,8.3,7.7,9.2,9.1,9.5,10.5,11.8,11.8,12.7,12.3
Vallerange (57340),/management/ville/vallerange/ville-57687,11.5,12.2,12.7,10.8,9.3,12.8,12.6,11.8,12.3,13.8,13.4,13.5,12.7
Vallérargues (30580),/management/ville/vallerargues/ville-30338,10.2,10.3,10.5,9.7,9.0,10.6,10.4,10.6,11.2,12.5,12.2,12.5,12.1
Valleraugue (30570),/management/ville/valleraugue/ville-30339,12.7,12.2,13.1,12.3,11.4,12.4,12.0,11.8,12.3,13.3,13.3,14.1,13.3
Vallères (37190),/management/ville/valleres/ville-37264,7.6,7.5,7.5,6.8,6.2,7.8,8.0,7.6,8.3,9.2,9.0,9.4,9.1
Valleret (52130),/management/ville/valleret/ville-52502,9.8,9.9,10.3,9.0,8.4,11.2,10.2,9.6,10.9,12.4,11.8,12.1,11.2
Vallereuil (24190),/management/ville/vallereuil/ville-24562,7.4,7.6,7.7,7.1,6.5,8.2,8.4,8.7,9.7,10.1,10.0,10.5,9.9
Vallerois-le-Bois (70000),/management/ville/vallerois-le-bois/ville-70516,6.7,7.4,8.0,7.1,6.6,9.2,8.5,7.9,9.0,10.0,9.8,9.7,8.7
Vallerois-Lorioz (70000),/management/ville/vallerois-lorioz/ville-70517,6.7,7.4,8.0,7.1,6.6,9.2,8.5,7.9,9.0,10.0,9.8,9.7,8.7
Valleroy (25870),/management/ville/valleroy/ville-25582,6.9,7.2,7.4,6.8,6.2,8.2,8.1,7.4,7.8,8.4,8.1,8.5,8.1
Valleroy-aux-Saules (88270),/management/ville/valleroy-aux-saules/ville-88489,8.9,9.6,9.9,8.7,8.1,10.4,9.9,9.7,10.9,11.7,11.7,12.1,11.2
Valleroy-le-Sec (88800),/management/ville/valleroy-le-sec/ville-88490,8.2,8.2,7.9,7.1,6.4,8.4,8.8,8.8,9.7,10.7,10.1,10.3,9.5
Vallery (89150),/management/ville/vallery/ville-89428,8.4,8.8,9.0,8.0,7.3,9.6,9.6,9.5,10.5,11.4,10.8,11.0,10.2
Vallesvilles (31570),/management/ville/vallesvilles/ville-31567,8.8,8.8,8.9,8.2,7.2,8.8,8.9,8.8,9.5,10.2,10.2,10.4,9.8
Vallet (44330),/management/ville/vallet/ville-44212,7.4,7.4,7.3,6.6,5.7,7.5,7.6,7.1,7.5,8.2,8.1,8.6,7.9
Valletot (27350),/management/ville/valletot/ville-27669,8.8,8.4,8.6,7.6,6.6,8.9,8.9,9.1,10.0,11.1,10.7,10.9,10.7
Vallica (20259),/management/ville/vallica/ville-2B339,11.6,12.4,11.6,10.5,9.8,10.9,11.1,10.9,11.9,12.7,12.8,13.2,12.6
Vallière (23120),/management/ville/valliere/ville-23257,7.2,7.4,7.3,7.0,6.7,8.0,8.4,9.0,9.5,10.0,9.5,9.8,9.4
Vallières (10210),/management/ville/vallieres/ville-10394,9.0,9.0,9.6,8.3,7.7,9.2,9.1,9.5,10.5,11.8,11.8,12.7,12.3
Vallières-les-Grandes (41400),/management/ville/vallieres-les-grandes/ville-41267,7.6,7.7,7.7,7.0,6.2,8.1,7.8,7.4,8.1,8.9,8.8,9.0,8.5
Valliguières (30210),/management/ville/valliguieres/ville-30340,12.1,11.9,12.4,11.6,10.3,11.9,12.1,11.9,12.7,13.9,13.8,14.2,13.3
Valliquerville (76190),/management/ville/valliquerville/ville-76718,9.2,9.2,9.2,8.2,7.3,9.5,9.6,9.4,10.0,10.9,10.6,10.8,10.5
Valloire (73450),/management/ville/valloire/ville-73306,5.5,5.4,5.4,5.3,5.1,7.1,6.8,6.4,7.0,7.7,7.6,7.8,7.1
Valloire-sur-Cisse (41150),/management/ville/valloire-sur-cisse/ville-41055,7.6,7.7,7.7,7.0,6.2,8.1,7.8,7.4,8.1,8.9,8.8,9.0,8.5
Vallois (54830),/management/ville/vallois/ville-54543,7.4,7.6,8.1,7.2,6.5,8.1,8.4,8.2,8.9,9.6,9.2,9.7,9.3
Vallon-en-Sully (03190),/management/ville/vallon-en-sully/ville-03297,9.2,9.0,9.2,8.4,7.7,10.1,10.0,10.0,11.1,11.5,12.0,12.5,11.8
Vallon-Pont-d'Arc (07150),/management/ville/vallon-pont-d-arc/ville-07330,10.1,10.4,11.2,11.2,10.2,12.3,12.1,11.8,12.7,13.7,13.3,13.8,13.5
